hole_id,fail_in_1,fail_in_3,fail_in_5,mfcc_1_mean,mfcc_1_std,mfcc_1_min,mfcc_1_max,mfcc_2_mean,mfcc_2_std,mfcc_2_min,mfcc_2_max,mfcc_3_mean,mfcc_3_std,mfcc_3_min,mfcc_3_max,mfcc_4_mean,mfcc_4_std,mfcc_4_min,mfcc_4_max,mfcc_5_mean,mfcc_5_std,mfcc_5_min,mfcc_5_max,mfcc_6_mean,mfcc_6_std,mfcc_6_min,mfcc_6_max,mfcc_7_mean,mfcc_7_std,mfcc_7_min,mfcc_7_max,mfcc_8_mean,mfcc_8_std,mfcc_8_min,mfcc_8_max,mfcc_9_mean,mfcc_9_std,mfcc_9_min,mfcc_9_max,mfcc_10_mean,mfcc_10_std,mfcc_10_min,mfcc_10_max,mfcc_11_mean,mfcc_11_std,mfcc_11_min,mfcc_11_max,mfcc_12_mean,mfcc_12_std,mfcc_12_min,mfcc_12_max,mfcc_13_mean,mfcc_13_std,mfcc_13_min,mfcc_13_max,mfcc_14_mean,mfcc_14_std,mfcc_14_min,mfcc_14_max,mfcc_15_mean,mfcc_15_std,mfcc_15_min,mfcc_15_max,mfcc_16_mean,mfcc_16_std,mfcc_16_min,mfcc_16_max,mfcc_17_mean,mfcc_17_std,mfcc_17_min,mfcc_17_max,mfcc_18_mean,mfcc_18_std,mfcc_18_min,mfcc_18_max,mfcc_19_mean,mfcc_19_std,mfcc_19_min,mfcc_19_max,mfcc_20_mean,mfcc_20_std,mfcc_20_min,mfcc_20_max
32,1.0,1.0,1.0,-458.60202,87.93089,-644.4101,-281.15936,74.43836,49.136997,-37.861076,176.26231,-49.59252,23.641043,-108.116165,10.086969,-1.152331,10.01905,-38.269073,29.717682,-24.61288,9.761601,-61.535427,13.517481,35.777485,8.630208,-6.3333488,71.39386,-11.484297,15.0502405,-59.095257,28.666546,22.455156,19.834982,-33.816788,65.02481,-8.107354,12.152604,-48.1233,30.445826,-3.1932833,8.030515,-29.883469,30.063839,-14.000619,8.916202,-43.281124,15.078222,6.8307195,7.1892433,-23.529968,40.117985,-20.85882,10.837621,-57.10746,9.755184,-16.190832,8.698634,-49.29205,15.892174,-8.91059,8.191943,-38.788883,17.392612,-6.755083,7.716583,-33.150383,23.740883,-0.8200751,12.377753,-40.425728,29.9505,-2.1368592,11.392091,-38.868343,33.784416,-21.715462,8.008993,-48.66102,12.412566,4.101984,6.1050315,-20.128494,30.039156
33,0.0,1.0,1.0,-462.2517,78.49616,-644.56177,-301.88635,77.802025,44.545254,-31.25475,154.2898,-56.024635,23.439257,-106.8497,-3.7642536,-1.2867848,9.959626,-39.809364,31.67406,-26.239285,8.976308,-59.258766,8.041479,38.24701,8.292022,5.701916,69.4267,-11.145998,13.864822,-53.76308,34.72432,24.636911,19.123203,-34.693855,63.46968,-8.197191,10.412269,-39.474068,26.499624,-3.0644374,7.764046,-29.794598,26.458372,-13.843447,9.237477,-43.02202,20.520248,5.999648,7.1111646,-23.218864,29.808224,-21.510912,10.027814,-54.376328,11.673473,-16.038498,7.9735155,-48.17511,16.89381,-9.801351,8.351371,-38.269157,21.388191,-7.6342764,7.3368893,-34.171425,19.448805,0.3859169,11.668308,-39.347397,32.283245,-3.236469,10.805257,-37.001564,31.687492,-22.588446,8.014369,-49.399887,6.9432545,4.895594,6.0614657,-19.002014,29.150166
34,1.0,1.0,1.0,-467.89993,77.70121,-644.8947,-291.95828,84.24473,40.60609,-45.02959,175.69382,-57.117878,23.247097,-105.808105,3.3101282,-2.7808378,10.089423,-52.340355,33.50796,-25.114874,8.928218,-56.569782,10.438044,37.99104,8.426823,0.81988794,70.98201,-10.183486,14.280832,-56.96543,29.776756,23.605707,19.067495,-34.694397,62.240246,-7.449042,11.220688,-40.190895,30.288082,-1.0130577,8.205436,-30.862974,31.747768,-14.979974,8.749874,-43.425472,17.535015,5.1828275,7.4330473,-23.365559,42.01416,-20.05515,9.047261,-53.249275,5.563131,-16.568611,7.9105096,-45.644382,13.528634,-9.555513,8.4675665,-38.05288,22.250095,-8.85804,7.1285334,-35.037315,22.167574,2.239318,10.932311,-37.286774,31.2337,-5.400336,10.443936,-41.49492,30.475513,-20.61651,7.7963786,-48.942566,5.640911,4.779024,5.980908,-17.376614,28.35113
35,1.0,1.0,1.0,-465.99213,89.1888,-646.1268,-274.43793,83.42333,44.462982,-37.516586,176.43796,-53.323086,23.7879,-104.60135,0.03090167,-0.8007218,9.438561,-37.01164,41.40065,-23.30384,9.623383,-57.33178,8.618902,38.087193,9.481158,-7.3478956,73.62923,-9.678975,14.577516,-56.393906,28.344013,18.300804,19.381266,-34.25985,57.81065,-3.5367317,10.545825,-36.618156,28.329506,-2.0461016,6.997557,-25.706161,26.113235,-14.877339,9.22386,-44.548767,17.66097,5.234067,8.264388,-29.327143,41.517174,-19.896152,9.252134,-54.694958,12.43404,-15.634281,7.7045293,-46.77171,19.574558,-9.221714,8.267487,-37.9202,17.55196,-6.798198,7.4511104,-29.905508,25.457104,-1.2063017,12.032824,-41.685066,28.926722,-3.8075368,10.594048,-34.278652,31.274437,-20.772608,7.9319954,-47.683846,7.404808,5.196881,6.3296914,-19.50962,33.223824
36,1.0,1.0,1.0,-566.11115,94.88839,-693.5994,-404.0693,105.18915,12.76961,66.332825,163.98544,-31.927,35.424854,-104.96056,23.37639,-8.605072,10.25226,-38.351494,39.39865,-14.726938,7.5659256,-40.01561,15.890299,29.291748,8.181084,-2.3681817,57.36107,9.349071,9.416243,-20.029728,35.636074,-1.0773633,14.547536,-35.78432,35.654793,8.93529,9.102465,-23.163086,34.681187,-0.85383576,9.391837,-31.730621,32.797813,-14.151596,6.633387,-39.98709,15.577998,2.034553,6.4340563,-23.30095,25.302912,-14.160582,6.7967906,-39.943016,8.174044,-11.9602,8.56503,-44.025272,15.545458,-3.472823,12.673236,-33.30874,28.322031,-8.122638,5.834901,-35.61168,14.288422,5.248944,7.540784,-16.862406,29.227278,-4.727017,8.463388,-36.895226,17.614063,-15.725911,6.569492,-39.128597,9.746876,1.5861207,6.0379515,-20.734451,25.260014
49,,,,-477.2023,100.21589,-645.5946,-289.98325,91.45313,42.20195,-27.68465,156.46982,-57.573093,31.082283,-123.69107,-3.830996,-1.0472733,8.845304,-37.70522,25.275639,-18.665693,8.528104,-53.479958,13.177912,35.607174,7.918322,11.825434,63.459793,-8.927639,14.168201,-52.787987,30.343075,17.157232,21.91579,-33.312344,63.725266,-5.8720202,13.504636,-42.229004,32.73639,0.66495687,7.5852003,-26.505177,34.40661,-17.440008,8.360904,-43.713684,14.979454,4.1088142,7.408936,-25.623932,29.398312,-19.51576,10.876325,-52.93549,11.241785,-16.4703,7.4384427,-45.755493,16.564268,-4.200303,8.506182,-32.18019,26.279404,-13.836455,6.757417,-40.944267,10.352627,2.2225678,11.05688,-37.94786,35.743095,1.0858299,11.7465515,-35.601402,31.430592,-17.667439,8.581221,-46.070835,13.616837,8.210894,5.9875507,-16.448044,33.10559
50,,,,-457.8438,94.142105,-645.81696,-286.20236,83.332634,48.975334,-36.02842,172.18216,-56.19458,27.112001,-112.0485,-4.14466,-3.1175196,10.132921,-48.132965,46.74556,-21.028593,9.105555,-60.11593,12.428291,38.36218,8.866804,3.493866,69.40961,-11.827524,13.643396,-48.09869,25.892738,19.211847,20.863976,-38.689827,62.54567,-6.7862377,11.034394,-44.439117,34.962532,-0.8395011,7.325522,-27.892448,27.632454,-17.049547,8.103312,-47.84529,14.830635,3.2409437,7.3345456,-25.267818,39.284344,-21.372938,11.414263,-60.978508,11.345986,-16.945017,8.673277,-47.694656,14.82272,-5.152039,7.7284093,-48.229706,21.160242,-12.324519,6.7750363,-37.943596,14.980842,1.55762,12.378553,-35.18131,35.835464,-0.29968566,11.639051,-33.164104,35.015423,-17.553915,8.990583,-47.12095,14.420686,7.2421083,5.9754453,-14.430136,31.682236
51,,,,-449.40955,76.25148,-642.67926,-295.32727,91.42663,40.368336,-13.496685,160.01254,-58.914665,24.701944,-114.05028,-6.924412,-3.6951473,10.110475,-41.59954,28.392513,-21.88508,8.093153,-59.488777,10.693655,43.044514,8.400843,11.834545,86.806915,-12.552667,13.960004,-53.853043,27.438889,20.643713,17.500908,-34.343067,56.92615,-6.2158437,9.14219,-36.873497,23.88852,-1.0360079,6.975901,-24.459805,31.704042,-16.974346,8.398227,-46.128807,14.062136,0.7605057,7.376146,-28.942114,31.13692,-22.252975,9.093596,-53.567245,8.045473,-17.437246,7.387964,-44.472366,11.08922,-7.347771,7.0105276,-30.609594,18.951555,-11.65463,6.4992833,-38.290657,14.166799,3.2150426,11.571948,-30.914436,35.122498,-0.96952045,11.18197,-33.825523,32.10526,-19.5648,9.101849,-51.204353,7.6726427,8.446217,6.1522737,-14.31167,33.287453
52,,,,-453.96014,87.50192,-650.01636,-283.1692,87.91962,46.64652,-24.473507,177.86247,-52.96615,25.633753,-104.708755,-0.7224407,-3.2524416,8.680035,-35.716908,41.074745,-22.023397,8.67922,-55.961784,4.4633102,39.383793,9.227015,5.847904,74.640045,-9.481066,13.976406,-51.939697,28.629463,15.445302,18.477726,-36.847992,54.907005,-5.956931,9.887663,-39.095997,29.138557,-1.6026393,6.6907396,-25.991442,32.0756,-16.159254,8.275991,-42.90198,14.013908,0.67421556,7.6635184,-31.161816,33.563377,-22.366827,9.828861,-55.89437,8.2598095,-17.65918,7.5916777,-45.12182,11.333927,-5.9835567,7.333364,-34.62175,19.99859,-10.379085,6.39006,-35.230816,26.999973,3.2011144,12.197938,-33.138645,40.23258,-0.81018716,12.054452,-36.805096,35.21753,-20.278168,8.418034,-49.288567,7.68388,7.5807376,6.0895185,-16.58294,34.337124
53,,,,-458.2176,92.40373,-640.9338,-288.0154,82.11862,45.138924,-39.85244,183.4086,-45.30381,24.383287,-102.94977,1.5174816,-3.5403473,9.58561,-46.671463,39.68815,-20.509842,9.542889,-59.887703,10.478188,37.04966,10.204496,-2.8300726,70.6686,-8.05133,13.164171,-52.26783,32.190475,14.303466,20.02931,-43.612915,56.376854,-6.9052434,10.75702,-40.62207,38.345306,-2.527856,7.0901747,-27.622892,28.587208,-15.564534,8.987751,-42.95903,16.024961,0.8881523,8.394405,-34.909233,35.16158,-22.012218,11.210293,-54.627876,13.020815,-18.01385,8.520491,-49.87135,13.1345215,-3.731877,7.138251,-26.568104,24.841234,-9.732378,6.6815724,-36.136875,17.249384,3.9918926,12.06991,-30.836958,41.168407,0.68469304,11.110154,-35.247967,31.067417,-22.168535,8.832682,-56.009747,7.540125,7.781386,6.0659447,-17.084557,33.69226
54,,,,-566.2496,102.62865,-716.6344,-399.83734,118.13744,11.098228,66.951614,155.53928,-39.353073,38.56872,-103.38981,22.290197,-2.765566,8.322094,-29.27812,22.729506,-15.662523,7.5369387,-45.078163,14.797106,32.343613,6.8949556,4.7052464,63.74556,5.417794,9.635657,-30.406845,33.30143,-0.41532147,17.88796,-37.090652,44.642784,4.559927,13.451217,-27.368736,38.551567,1.5914474,11.68977,-26.790335,37.88044,-14.159261,8.834708,-46.486008,21.64553,2.5049481,6.7288837,-25.928942,27.012054,-17.35035,8.35014,-46.715282,11.060263,-16.220694,8.687977,-46.106068,7.2797027,-2.0801578,8.562742,-29.515804,21.834957,-9.743731,5.508503,-32.156395,12.360897,5.7566094,9.214231,-23.72434,41.09122,-4.103724,7.4990954,-31.367031,21.01468,-16.840433,7.2947354,-40.432472,10.445155,5.2047977,6.1847405,-17.811577,35.85986
49,,,,-460.7431,103.92705,-631.38086,-278.08563,85.320274,46.010254,-40.102272,152.58481,-65.875275,29.106142,-134.50534,-8.969143,16.708672,9.90031,-26.121492,45.212296,-35.143997,8.740996,-67.14494,-1.4836297,23.758541,8.021581,-4.2023196,51.46752,5.6122465,15.052616,-38.3282,47.276943,15.587466,23.511576,-37.565437,64.51912,-13.949404,15.512434,-52.48042,23.61117,9.523146,7.998948,-22.56697,44.791603,-13.4123745,7.6666822,-42.507526,15.009511,-2.3039417,6.830994,-26.820631,21.33553,-15.038882,10.570324,-58.427433,15.056591,-15.199344,8.2011,-43.57316,15.469484,-5.120236,8.864575,-32.69142,23.902685,-19.01511,6.971788,-44.234222,10.288563,4.4574604,10.695029,-32.59211,33.83422,0.76819,12.689694,-35.363426,37.20188,-19.35628,9.225892,-52.60028,11.737631,4.6292534,6.222229,-18.986013,27.129993
50,,,,-437.33597,96.33732,-626.0348,-262.8641,74.95622,49.226173,-38.273518,164.80634,-60.517494,26.484175,-121.48265,-7.6287165,13.3993845,9.6325865,-31.859228,60.733093,-33.554176,9.613625,-67.69954,-1.7769673,23.740786,10.54069,-11.300913,69.176865,5.682429,16.516714,-36.93122,48.22487,15.987734,23.729088,-41.592274,62.936996,-14.063528,13.577211,-57.882874,24.898716,6.521824,7.556422,-18.731184,42.64384,-11.261697,8.424216,-40.32493,14.545496,-2.7360039,7.514277,-32.0014,34.828793,-17.791658,11.057394,-55.98558,14.267073,-13.829287,9.338958,-46.68756,21.325191,-5.025318,7.2871785,-37.335537,21.759499,-19.960934,7.269778,-46.576176,12.405377,4.3768406,11.87416,-32.7366,39.09465,0.7248825,12.162824,-35.600334,36.449112,-20.485714,9.056401,-55.403698,13.593145,3.5417035,6.042203,-21.92155,28.485737
51,,,,-433.24277,77.687035,-629.67676,-283.14252,84.827095,42.73113,-20.082932,159.67291,-66.949776,24.92858,-126.32732,-14.563395,13.86543,9.639606,-23.39554,41.555317,-36.093117,8.155998,-72.557495,-3.4020166,28.929731,9.195152,-3.114598,64.2019,4.196413,14.80062,-34.5114,46.369392,19.28578,18.670923,-41.122437,61.51535,-16.461716,10.866081,-48.670464,18.019527,6.776472,6.9801345,-18.253174,37.306286,-9.884028,8.054704,-37.656338,20.275974,-5.676156,7.3670554,-34.91588,22.584322,-20.328865,9.490426,-55.647095,7.8895874,-14.355951,7.4940863,-43.89069,12.63311,-7.2770047,6.8922143,-30.424213,15.43873,-19.937887,6.5859637,-44.256607,4.0961432,3.931615,10.866437,-30.446455,37.26738,0.29495904,11.44205,-31.745409,35.23704,-21.308372,9.556486,-53.799187,12.348673,2.6915903,6.356367,-22.44195,29.248158
52,,,,-439.92532,86.85269,-627.7265,-280.04712,81.25495,48.128773,-37.617836,171.0599,-63.03129,25.87593,-115.47601,-0.69910955,15.844982,8.499633,-16.920095,64.615326,-35.626797,8.522689,-72.23489,-7.902259,26.592384,9.748031,-9.620871,56.248123,7.1739783,14.758918,-33.33073,47.781563,14.132969,19.829245,-41.464264,58.022884,-14.765414,11.369599,-46.34073,22.09037,5.6968665,6.5049024,-15.630202,31.828411,-8.165135,8.290579,-37.199043,21.405567,-6.806121,7.5527935,-35.424217,21.176456,-21.185701,10.872127,-58.9766,12.260189,-13.780822,8.232288,-40.727345,17.388151,-5.6895947,7.0053406,-32.62536,17.84562,-19.036032,6.538795,-44.91336,5.743443,2.9322126,11.608242,-37.45066,34.36947,1.3148252,11.951979,-31.291107,34.72789,-21.90339,8.712662,-51.33252,8.657295,1.0481448,6.2657785,-21.691198,25.975956
53,,,,-444.47116,93.33557,-627.34796,-275.8186,76.47999,46.28206,-34.253407,175.34134,-56.515312,24.656693,-112.20007,-11.961935,17.810385,8.849269,-17.488617,63.25994,-34.167698,9.564919,-77.09523,-2.6334386,23.450726,10.372437,-15.125006,56.892883,8.89028,14.332081,-30.805527,52.364677,11.259843,21.732323,-40.41313,56.249577,-16.502277,13.118009,-51.21319,29.396208,6.5748844,7.0984263,-16.113777,44.095222,-9.415238,8.701168,-38.752514,18.889507,-5.823346,7.963595,-36.706543,29.87754,-21.064884,12.065443,-58.090965,9.565608,-14.194713,9.042857,-47.801506,15.610133,-3.7234004,7.309159,-27.656368,22.972374,-18.726355,7.0522375,-47.942688,9.277882,4.536229,11.096729,-32.022484,34.449966,2.717465,10.66257,-34.13147,41.45987,-23.328705,8.490799,-50.1578,4.357227,1.1659759,6.1925273,-23.62117,24.268387
54,,,,-554.6981,105.06836,-710.21643,-388.7164,112.40017,11.663085,52.084003,148.17401,-49.335903,41.552128,-115.43389,21.84441,14.164613,13.310746,-20.300732,43.974174,-28.285923,8.222618,-58.706104,2.7996442,18.974222,6.739546,-4.8459883,48.985653,20.747404,8.481274,-11.874477,52.68648,-3.9722407,17.861694,-43.62075,39.59726,-2.376724,15.05597,-40.089104,32.01689,9.739655,11.346768,-24.722265,40.936413,-8.887086,7.659259,-36.561882,28.10254,-4.3138046,6.989119,-34.0716,23.046751,-14.512581,7.610701,-53.81893,11.384618,-16.202528,7.5671897,-47.957848,8.456659,-2.3061323,7.5542517,-26.06245,22.065605,-16.507257,6.267237,-38.166267,6.87235,5.7676806,9.520845,-24.186722,33.2811,-2.3512018,7.612253,-26.700056,21.637611,-18.506924,7.315516,-44.717712,6.4482903,-0.7456262,6.3013835,-20.705734,28.100986
49,,,,-479.7501,101.054245,-650.4653,-294.34232,92.70667,43.646004,-30.348328,159.90247,-62.98515,30.13985,-129.35892,-9.5205345,8.351193,8.823974,-30.86073,33.935997,-23.490404,8.622584,-57.393288,6.400606,26.38198,8.22459,-3.7462852,59.58026,-7.1165266,14.20621,-50.18422,29.755436,17.835718,24.00073,-37.988445,68.8667,-8.056383,14.480473,-43.63022,29.148613,5.3173957,8.003815,-25.49878,35.54148,-16.553312,8.376821,-45.586266,11.987316,3.854272,6.9736176,-22.422632,32.34001,-17.47118,10.406717,-54.337387,13.542519,-18.626913,7.713683,-48.208557,13.4770775,-4.5836725,9.68727,-33.280518,24.65218,-11.995062,6.862645,-40.223526,13.040276,0.00805096,10.552614,-37.497288,33.567337,-2.5339892,11.94598,-40.095695,32.079483,-22.06,8.55446,-52.616615,8.077255,6.10593,6.300407,-21.936085,36.69929
50,,,,-461.47128,94.11339,-649.3585,-288.371,84.611694,49.79246,-33.961216,170.86786,-61.141556,26.647575,-121.07396,-10.020611,5.43958,9.6980915,-33.610855,58.974876,-25.488447,9.260002,-60.31389,10.571878,29.477562,9.493121,-3.772645,60.020836,-8.751048,14.416801,-46.037514,35.197914,19.402462,22.46182,-37.116844,63.214123,-8.319136,11.936474,-45.985603,29.199467,3.858642,7.29974,-22.821419,33.519535,-16.602182,8.50458,-42.01106,12.139971,3.7139742,6.91321,-26.192535,34.841682,-19.993025,11.048268,-58.644382,11.558583,-18.706442,8.602004,-49.107445,14.206575,-5.851769,7.859601,-36.394974,22.889296,-12.37727,6.9864135,-41.435005,13.130114,0.42385322,11.87719,-36.06404,36.239197,-3.168249,12.13981,-34.293526,33.91705,-22.627665,9.169122,-52.349228,16.845135,4.899629,6.207753,-17.557451,30.727388
51,,,,-451.87512,75.89644,-650.33624,-301.18768,91.94715,40.321705,-9.76218,166.37263,-61.886925,24.137568,-114.76344,-8.15933,4.3187003,8.961632,-34.938324,35.58022,-23.812721,8.438311,-61.704887,6.048402,33.02114,9.410559,-3.6699471,66.85433,-8.777438,14.750804,-46.511204,32.06658,20.485752,18.30774,-38.90017,59.022938,-7.6370974,10.315328,-37.81042,30.923294,1.2641426,7.0333877,-21.938185,31.978992,-13.374983,8.204186,-42.831284,12.745568,-0.96278656,7.081369,-33.905914,25.835003,-19.506945,9.711633,-55.928802,7.0316525,-20.005573,7.688316,-46.19892,9.403406,-6.2285013,6.8859415,-27.106546,17.635239,-13.203591,6.562106,-39.032234,10.430873,1.2437493,10.95397,-34.205917,32.89391,-2.2326689,10.916503,-39.767223,31.999123,-24.724983,8.984223,-52.341633,5.092425,4.5170426,6.447982,-16.376814,29.372684
52,,,,-457.35736,84.75573,-644.5666,-286.8944,87.557144,46.55327,-33.547188,178.22636,-56.82491,25.682646,-108.807495,-4.9439535,4.7058353,8.377158,-32.014847,50.29161,-23.209608,9.020733,-56.968033,10.172228,31.216469,10.4349785,-5.1888866,63.417397,-4.7963786,15.306864,-51.040955,36.17446,13.672388,19.279818,-39.29181,52.94815,-5.9403663,10.198136,-35.312176,28.318663,0.65953296,6.7048965,-22.813873,26.461376,-13.583938,8.832162,-44.1584,16.15536,0.25925046,7.427852,-35.47402,29.60313,-20.6761,10.588921,-62.310143,16.43761,-18.241287,7.826414,-49.269295,9.954832,-5.3551526,7.416163,-40.078396,21.769623,-12.599111,6.372584,-40.21897,14.758751,0.12514323,10.954094,-45.312843,33.085007,-0.747981,11.686736,-32.559196,33.52094,-25.90551,8.299524,-58.159985,2.9050608,2.5151951,6.154933,-21.51068,25.759398
53,,,,-466.9023,92.94096,-649.778,-292.80777,85.04186,47.193935,-28.612015,188.44601,-55.73501,24.262182,-115.064026,-5.3557663,6.9841294,9.162405,-30.877285,58.265377,-26.861628,8.921102,-62.258198,0.33394587,32.803043,10.651601,-3.9504092,65.87655,-7.222759,13.60622,-44.00862,35.460384,14.938358,20.70746,-38.627205,57.237637,-9.317651,11.6833935,-44.064106,38.041393,3.063497,6.7262597,-23.764227,34.870567,-14.430668,8.775575,-41.299435,13.248171,0.5579916,7.7316074,-27.820007,37.42211,-20.829796,12.020311,-62.535072,8.017559,-18.461227,8.919328,-48.246964,18.264317,-5.046299,7.9567595,-34.287193,22.034779,-12.28498,6.485734,-36.843475,15.877048,0.05838562,11.491696,-36.90676,33.185516,-0.5869158,11.173831,-35.83793,34.00098,-27.29353,9.171591,-57.001266,6.922661,2.0412476,6.3699,-20.47672,27.803593
54,,,,-567.3179,99.91459,-712.6444,-404.61404,117.584145,11.233053,68.298584,153.99576,-41.261272,40.15747,-105.66363,25.474758,1.419085,11.818174,-34.899117,31.914974,-18.885162,7.1682734,-47.241653,4.2658076,24.027311,7.2509623,-0.83895576,53.26915,8.987378,8.313242,-25.676249,38.387115,-1.6989172,15.493136,-36.455666,39.973747,4.2795243,14.253944,-30.21096,38.52308,5.60228,10.23503,-22.300522,35.70856,-10.696526,7.857257,-42.335682,24.164782,0.42287245,7.3006496,-27.409973,22.124027,-13.523603,7.0785427,-41.428074,11.396154,-19.796024,7.5865593,-48.97663,5.467202,-1.6227652,7.8342056,-25.161167,26.382862,-10.388346,5.846903,-30.897602,8.978853,2.9831095,8.064441,-21.074308,30.37171,-5.712733,7.0669727,-33.168938,19.35353,-21.590588,6.9133563,-46.618263,1.1258473,-0.112569265,6.034551,-21.984657,25.784336
61,,,,-478.76123,102.93415,-641.0611,-290.9999,85.724335,41.864708,-32.904488,180.23476,-61.101463,25.196283,-137.29288,-8.5754795,20.29112,9.177924,-10.749518,68.12114,-36.60878,10.570892,-69.93329,3.4342065,24.0956,8.287519,-8.250867,56.415035,6.77837,15.12939,-37.372665,45.057785,10.278105,24.93405,-43.554466,59.916023,-14.729621,14.889018,-55.463585,27.608047,10.01355,8.213289,-17.848574,39.3534,-12.4604225,8.336097,-40.90573,17.267609,-0.28442708,7.3736415,-32.753944,24.69226,-21.34506,11.590849,-62.341553,12.129204,-17.836777,7.7763834,-49.77221,16.362041,-2.5155315,7.529685,-30.250683,25.937786,-15.618238,6.9839516,-41.666187,14.793415,2.4676664,10.3676405,-35.465096,34.5548,1.3944323,10.9707365,-31.128033,38.27234,-22.888083,8.16232,-51.012077,9.569868,-0.016998768,6.6693115,-23.149479,22.180866
62,,,,-577.6674,110.20571,-713.1573,-401.18024,111.71273,12.924228,77.229004,153.35324,-47.99675,39.133446,-119.08127,8.911153,12.241665,16.025509,-22.549555,53.514503,-30.487576,7.5241113,-61.56452,-3.6019382,20.664656,6.6996474,-6.40767,47.668633,21.479149,8.22093,-9.763668,50.133194,-9.544638,19.6843,-48.01415,30.96482,2.0265837,14.1849575,-33.42473,35.828552,10.400706,11.787761,-23.738007,39.121033,-9.108936,6.1419635,-32.406223,13.847943,-2.357802,5.885532,-24.185507,19.55356,-20.688343,6.609708,-41.454895,5.705635,-17.931498,7.0381455,-41.054947,4.112687,0.7574887,9.777374,-24.245716,27.294998,-10.859575,7.202668,-35.69715,10.84278,7.0320606,6.319327,-14.415599,28.455933,-3.7702198,6.3171744,-28.498737,23.859016,-20.088654,6.411921,-41.779713,6.0800147,-3.9980953,5.5885506,-24.519712,16.858099
61,,,,-493.4426,101.46569,-650.07117,-297.32117,91.06398,41.50748,-28.59605,189.32617,-54.11935,24.949068,-120.23369,-5.928442,7.4168496,9.232072,-27.407017,61.065544,-25.921888,10.332939,-57.33761,10.958591,29.06278,8.920751,0.047676712,61.55668,-3.6670933,14.418636,-41.375824,33.917213,12.487364,23.55721,-40.3821,61.534836,-7.6891313,14.949099,-52.041557,32.065697,3.4191918,7.859872,-28.388046,29.297169,-14.407521,9.063162,-41.416847,14.929329,2.5356638,7.7594805,-28.740225,29.995928,-19.476305,11.953669,-59.482735,11.928965,-20.463724,7.875207,-48.316925,12.62695,-1.4936097,7.760418,-32.036148,22.844666,-11.158498,6.68037,-35.42325,17.938,-0.9392423,10.269465,-36.912796,31.758469,-0.67908263,10.623473,-33.09088,31.890488,-26.381327,8.010218,-55.627266,2.6643019,1.8067766,6.1941,-20.526508,25.154049
62,,,,-591.10565,106.76005,-725.0601,-410.6405,119.31964,11.972484,78.65199,156.81052,-39.24276,40.512123,-108.997894,18.341148,0.29899475,12.164117,-31.770218,35.31286,-20.078512,6.9847856,-46.08767,7.063179,25.62231,6.4855905,-0.43051308,48.814774,9.997635,8.57433,-20.56314,35.459164,-3.3906586,16.540213,-36.975304,35.23101,9.70422,13.5165825,-23.02678,41.70294,4.105156,11.276538,-25.330433,35.026146,-13.1352,6.152106,-38.033905,8.978939,1.688947,5.4772544,-17.878307,21.413595,-17.958033,6.0426574,-38.187553,3.7704053,-20.781673,8.332984,-44.62069,1.9142069,2.5880294,9.773649,-23.520521,27.959215,-5.585913,6.837471,-28.414806,17.622696,3.9117117,5.928101,-16.913317,25.106445,-6.007421,6.4010577,-29.54362,19.51156,-20.232338,6.095771,-41.39103,1.625927,-2.9798741,5.4722157,-23.169544,19.849112
61,,,,-491.35678,102.53014,-652.37445,-297.93497,91.7515,42.50871,-23.17177,185.31543,-49.48066,25.062647,-112.13173,-3.515634,0.6302385,10.585943,-38.36991,47.58648,-24.888544,9.0381775,-57.073467,18.403704,36.94536,8.227628,8.12744,66.56173,-9.280373,14.563613,-48.17252,31.887293,13.884671,24.236153,-39.188393,61.540688,-5.6601853,13.101601,-46.562225,33.153053,-2.8783035,7.6818247,-38.59332,29.742119,-17.166283,9.284366,-46.189533,15.530818,4.8268642,8.160534,-25.539112,32.671593,-22.1409,11.834703,-61.31335,10.426245,-18.503412,7.337973,-53.42615,10.094943,-3.955364,7.768806,-31.862644,25.072186,-8.259687,6.828827,-38.22779,20.313019,2.6888614,10.935433,-37.518356,33.03062,1.6307986,10.585644,-33.785553,35.732754,-21.229431,7.9541264,-53.97915,4.8069353,5.449292,6.134598,-18.570662,29.706242
62,,,,-590.16016,108.91661,-728.6908,-412.02292,118.42639,11.544541,83.60672,157.90942,-34.967384,37.23758,-105.802704,18.289219,-1.9861652,8.587355,-25.569994,35.481842,-16.976425,7.392671,-42.68402,11.461612,33.669853,6.3635683,10.638748,56.684334,6.7057147,10.234612,-23.813293,36.676865,-0.8741013,17.278652,-32.9471,43.04466,10.736462,14.618555,-22.056011,46.88359,1.7151947,11.859945,-28.978516,34.34516,-14.406038,6.3715954,-40.27676,6.6807966,3.5922668,5.6833544,-20.304153,24.172546,-19.732431,6.7058077,-42.35175,0.96056485,-15.828466,8.810695,-43.845406,9.964796,0.534945,11.679247,-28.556028,32.149105,-3.9776225,6.133365,-31.940632,15.510307,7.1686306,6.0921044,-15.937565,32.45273,-5.051135,6.2772937,-28.601786,22.659222,-17.194372,6.1432986,-38.902946,3.6945045,0.7825839,5.6173234,-20.230013,21.369667
